Metric,CombinationType,DTAExtension,Lemmatizer,LemmatizationType,Stopwords,CaseSensitivity,accuracy,F-MeasurePositive,F-MeasureNegative,recallPositive,precisionPositive,recallNegative,precisionNegative,recallAverage,precisionAverage,F-MeasureAverage,truePositives,falsePositives,trueNegatives,falseNegatives
polarityCd,noExtension_textblob_bothLemma_noStopwordList_caseSensitive,noExtension,textblob,bothLemma,noStopwordList,caseSensitive,"0,45","0,4444444444","0,4554455446","0,7213114754","0,3211678832","0,3309352518","0,7301587302","0,5261233636","0,5256633067","0,4499449945",44,93,46,17
polarityCd,dtaExtended_textblob_bothLemma_noStopwordList_caseSensitive,dtaExtended,textblob,bothLemma,noStopwordList,caseSensitive,"0,45","0,4907407407","0,402173913","0,868852459","0,3419354839","0,2661870504","0,8222222222","0,5675197547","0,582078853","0,4464573269",53,102,37,8
polarityCd,noExtension_treetagger_textLemma_standardList_caseInSensitive,noExtension,treetagger,textLemma,standardList,caseInSensitive,"0,445","0,4365482234","0,4532019704","0,7049180328","0,3161764706","0,3309352518","0,71875","0,5179266423","0,5174632353","0,4448750969",43,93,46,18
polarityCd,noExtension_textblob_textLemma_standardList_caseInSensitive,noExtension,textblob,textLemma,standardList,caseInSensitive,"0,445","0,4307692308","0,4585365854","0,6885245902","0,3134328358","0,3381294964","0,7121212121","0,5133270433","0,512777024","0,4446529081",42,92,47,19
polarityCd,noExtension_textblob_textLemma_standardList_caseSensitive,noExtension,textblob,textLemma,standardList,caseSensitive,"0,445","0,4188481675","0,4688995215","0,6557377049","0,3076923077","0,3525179856","0,7","0,5041278453","0,5038461538","0,4438738445",40,90,49,21
polarityCd,noExtension_textblob_bothLemma_standardList_caseSensitive,noExtension,textblob,bothLemma,standardList,caseSensitive,"0,445","0,4422110553","0,447761194","0,7213114754","0,3188405797","0,3237410072","0,7258064516","0,5225262413","0,5223235157","0,4449861247",44,94,45,17
polarityCd,noExtension_tokens_noLemma_noStopwordList_caseInSensitive,noExtension,tokens,noLemma,noStopwordList,caseInSensitive,"0,435","0,3957219251","0,4694835681","0,606557377","0,2936507937","0,3597122302","0,6756756757","0,4831348036","0,4846632347","0,4326027466",37,89,50,24
polarityCd,noExtension_tokens_noLemma_noStopwordList_caseSensitive,noExtension,tokens,noLemma,noStopwordList,caseSensitive,"0,435","0,3756906077","0,4840182648","0,5573770492","0,2833333333","0,381294964","0,6625","0,4693360066","0,4729166667","0,4298544363",34,86,53,27
polarityCd,noExtension_tokens_noLemma_standardList_caseSensitive,noExtension,tokens,noLemma,standardList,caseSensitive,"0,435","0,3756906077","0,4840182648","0,5573770492","0,2833333333","0,381294964","0,6625","0,4693360066","0,4729166667","0,4298544363",34,86,53,27
polarityCd,noExtension_tokens_noLemma_enhancedFilteredList_caseInSensitive,noExtension,tokens,noLemma,enhancedFilteredList,caseInSensitive,"0,435","0,3957219251","0,4694835681","0,606557377","0,2936507937","0,3597122302","0,6756756757","0,4831348036","0,4846632347","0,4326027466",37,89,50,24
polarityCd,noExtension_tokens_noLemma_enhancedFilteredList_caseSensitive,noExtension,tokens,noLemma,enhancedFilteredList,caseSensitive,"0,435","0,3756906077","0,4840182648","0,5573770492","0,2833333333","0,381294964","0,6625","0,4693360066","0,4729166667","0,4298544363",34,86,53,27
polarityCd,noExtension_tokens_noLemma_standardList_caseInSensitive,noExtension,tokens,noLemma,standardList,caseInSensitive,"0,43","0,3936170213","0,4622641509","0,606557377","0,2913385827","0,3525179856","0,6712328767","0,4795376813","0,4812857297","0,4279405861",37,90,49,24
,,,,,,,,,,,,,,,,,,,,
,,,,,,,"0,503625","0,462814543","0,5340936037","0,7057377049","0,3460101228","0,4149280576","0,7672886587","0,5603328812","0,5566493907","0,4984540733","43,05","81,325","57,675","17,95"
,,,,,,,"0,605","0,5536723164","0,6771653543","0,9180327869","0,4224137931","0,618705036","0,8888888889","0,66063215","0,6415247364","0,5997061133",56,102,86,34
,,,,,,,"0,43","0,3439490446","0,402173913","0,4426229508","0,2792792793","0,2661870504","0,6625","0,4663285765","0,4711003138","0,4279405861",27,53,37,5
